V1,V2
yes time need one call help chang flight onlin thank,0
pls send tech baggag offic poor guy tri print claim amp need get home upgrad printer mfps,0
take place simpli like nonstop st lucia,1
make happi hope empti promis,1
drop x past hour,0
ive call x amp wait hold min time disconnect time enrag need speak someon help,0
need anybodi els,1
idea plane flight come thought flight jfk explain delay,0
pls find bag need get home frustrat hope bag somewher leav jfk wo luggag,0
tri call multipl time just wait final connect get hung,0
thank,1
first base alreadi like style,1
hold min coupl ring mailbox set yet custom servic forward cell phone cmon,0
love travel jetblu cant wait go pari oui oui nyc awesomee,1
custom servic ment anyth tri quot polici never effect custom servic,0
thank,1
thank upgrad far good keepitup httptcobkmfeyqol,1
thank like quick respons twitter,1
begin blueti relationship lifeneedsfrost,1
appar,0
delay flight,0
continu button generat trip plan trip page regardless far along flight book problem process hint end,0
haha everyth right chang thing slash twitter engag just make even cooler bestairlin,1
thank just sent msg,1
great smooth flight,1
love fli best friend home pvd weekend httptcochnmjymgh,1
rememb doubt hope,0
thank servic credit posit thought,1
give u chanc think fall backtodelta,0
great thank,1
respons replac,0
new stroller travel credit help cover cost new stroller crew ruin therefor,0
just spoke baggag claim center gave travel credit respons cost,0
heard charg st bag tighter seat need loyal jb custom anymor,0
someth go alert flight delay sever time parent receiv alert,0
love fli great servic,1
thank just liveri cultur crewmemb embodi daili thanksdav httptcoinnpkkybi,1
hard tell told wifi work one side plane,0
just learn famous apolog social media market twitter asset jet blue now,0
learn awesom twitter manag today social media market class keep good work,1
normal late flightst flight experi worst hour runway wifi amp tv work proper,0
matter direct principl matter gate check stroller,0
blueman brought tear eye jetblu s commit give back crewmemb communiti aww inspir,1
day mayb,0
like inflight snack fli guy jvmchat,1
awww r t realtim appreci jetblu rockingthetweet jvmchat,1
yes great realtim exampl thank awesom jetblu jvmchat,1
haha didn¡¯t disappoint well done jvmchat,1
just t littl month ago guy great thank everyth,1
figur delay list almost hrs thank great cheer,0
glitch websit re flight book problem travel amp check noth ur site amp airport communic nightmar,0
thank,1
much paid fee plus hotel food chang flown reliabl airlin nojetblu,0
huge fan great brand peopl great things¡­ guy rock happi share love,1
deal cancel flightl flight sinc last night amp book flightwouldv least like see ella perform,0
tough choic simultan busi travel best experi long time wishmyflightwaslong,1
thank great servic t alreadi lovejetblu,1
flyfi work well free aboard flight,1
tell got get anoth hotel food spend money guy made miss connect,0
alreadi spent stay hotel last night due guy reschedul flight sinc cancel flightat spent almost,0
seem like,1
rude unhelp suggest catch flight tomorrow suppos home today work wait,0
flight delay hour insan everi flight made nyc,0
continu,0
want deal custom servic agent practic knowledgeprovid direct contact,0
got flight reschedul flight form pit fll flight mechan problem delay hour miss connect,0
well lucki fli jb guess even squish airlin,1
phone agent pls peggi pleasant inform deliv,1
omg wish flight today haha alway next time fun lft,1
request noth reschedul custom servic bad attitud today badservic,0
busi due storm custom servic alway point now ever getittogeth,0
oh hell wait get hung speak rudeservic peopl,0
thank miss much link blog chang,1
thank,1
today jetblu flight nycgtbo delay app say time websit say,0
offer servic daytona beach new york albani busi review httptcoduhbjjhx,1
pleas provid direct email explain,0
flight delay due pilot oversleep appar uncontrol irregular elig delay compens,0
sit plane jfk wait take door open cater stock delay nicer,0
worri delay minor dealt nice captain flight way,1
thank flight leav arriv airport earli wed vt sept grate fli btv,1
realli get nerv nothappi,0
better time call flight friday need chang worri may hold,0
one agent avail speak,0
just hung anoth wast hour time suppos book one way award flight badwebsit,0
kill insid,0
new like new love aa impress subpar plane gate agent,0
move delta direct thank accommod,1
flight phoenix deboard passeng go salt lake citi resolv simpl bathroom issu fail,0
alway fun get screw earlier flight full crummyservic whydidntiflysouthwest goodluckamericanair,0
ok know door close minut takeoff stop tell flight leav minut board,0
final got phone hour wait time,0
stuck minut due lavatori issu beverag snack custom servic flt pho fail refund,0
hold chang date ticket hour can someon pleas assist unaccept,0
thank make imposs expens chang flight leav less hrs earlier reserv lesscustom,0
well miss gate agent rebook board pass wait land time lunch amp beverag easi cheesi,1
cant get anyon phone help award travelpurchas extra mile minut late flightr mile need rais,0
issu travel advisori charlott wednesday night thursday inch snow,0
deede lynn s great phx richard p jerk rude us parent reason,0
thank make miss meet dalla dollar toilet,0
two tight connect charlott frankfurt,0
said way get plane leav make connect fee instead earlier now late flightr,0
thank call cheapoairchat,1
ur respons inconveni matter u want sit xtra night citi w comp donotflyusair,0
get sort thank,1
sad current book one flight tomorrow chang can,0
standbi far two us snow storm hit iowa tomorrow stuck two day,0
thank,1
check onlin flight tomorrow,0
stand gate min tri go standbi bc miss connect help fli us airway,0
assur pleasant woman gate b albani ny life perfect heard enough,0
u bother follow book understand cust srv provid lunch delay amp upgrad seat,0
error w prefer status amp abl reach agent via phone travel friday need resolv contact info,0
pilot forget log book wait plane min alsonodrinkcartcomingaround,0
alreadi one person said anyth anoth said know first person talk said,0
hour hold far,0
rt nice anoth delay second one trip left engin leak next usair nothappi,0
want love minut hold help understand switch loyalti program httptcochgyyrvka,0
minut now nice custom servic got go,0
minut hold far still spoke human never use,0
idea upset frustrat right now sure follow never fli,0
can person go number one standbi list number twelv three hour super platinum diamond status,0
forget reserv thank great leadership compani cancel flight flight thank,0
great job today team challeng weather delay flight charlott travel friendlyteam,1
saturday snow dc area excit flight cancel flightl sad went miss,0
love guy amp gonna let finish hold hour tri book flight w voucher,0
help employe chang board zone space pump now disciplin fail,0
need talk person bag wait hold two hour bag sb deliv last night onlin say found,0
want sympathi want someon make effort find bag,0
spoke someon told breast pump medic equip plan better,0
refer back baggag servic left airport seat a,0
thank much,1
first impress hard revers horribl first experi never fli,0
go plan understat flight just chang famili emerg cancel flight,0
hour plane least got us direct flight coupl hour late flightr unit,0
sad help meet work today see present major strike,0
eye look pandu better chanc bring home,0
bag still lost can get anyon phone assist track updat stop,0
thank,1
minut im train cmon better,0
direct number dividend mile account info everi time tri get actual hung,0
tri use chairman upgrad cert flt told option open seat thank,0
tri call sinc yesterday keep get hung can get,0
award travel ticket sinc differ last name simpli need chang,0
ok thank ¡­ call spain us seat assist,0
day coffe amp work toilet read domest airlin whine re foreign competit coincid openski,0
hold rebook cancel flight flight two hour know weather huge impact anticip,0
hold hour believ overcharg flight need immedi explan help,0
made thx,1
still hold hr minsthank god chairman status status match,0
worst custom servic even get rep gotta kid,0
mayb can hold minut just amaz,0
real live person talk person whose luggag lost day vacat wreck,0
clt departur delay hope can make connect lengthi take delay endless taxi clt,0
glad retweet otherwis ignor numer tweet sent fuck amaz,1
frustrat still gotten back bag sent ny mysteri shame time,0
never travel us airway flew la dc last night nd time airlin bag arriv,0
haha worri guy best spell name correct,1
like call v tri sinc yesterday one answer,0
csr phl suck flt get cxd get rebook next day standbi hope,0
hello anyon behind twitter account badcustomerservic,0
keep get hung pleas respond can book ticket abl buy one unless speak someon,0
hey yeah last time got phone call flight cancel flightl dca bos,0
prepar weather want find can take train phl catch connect,0
decid wreck vacat lose luggag cancel flight flight go maneuv,0
see board tomorrow,1
hold minut call flight delay type servic accept,0
hold hour someth done less minut avail site ux awe full,0
drop fee rt make sens eu airlin charg charg reason,0
understand still abl view reserv onlin,0
anoth fiasco nation forev jet gate am flight rdu,0
good know phone custom servic still impair due bad weather week ago jetblueanyon,0
ok day tri book flight ur system still say due weather¡­cal back late flightr outofbusi,0
thank ruiningmi vacat best done without,0
honeymoon delay day gas cap screw flight frustrat,0
polici need serious revis babi fortun choic choos,0
still ignor question usairway consist provid poor custom servic,0
hotel still work folder busi casual cloth worst httptcojieycatek,0
oh got right agent just kept put hold still fix problem,0
reflight book problem event fli attend wait jetway driver still tarmac,0
baggag team record tell bag still found delay baggag link web conveni work worst,0
tri week use,0
give free baggag mess,0
gate traffic dca flight arriv earlyconnect flight leav minut sever us stuck hold plane,0
realli feel like compani need evalu polici amp realiz transfer possibl ticket,0
serious see spent day multipl hour hold just hang hour,0
wait flight right now thank,1
back gate opposit wheel im sure get thete eventu thank,1
r u awar wait time talk sale agent alway minut unaccept least employ call back featur,0
connect charlott houston mechan issu determin qd take check bag,0
can dm pleas regard updat lost bag pleas,0
need retrain us lead flight attend gate agent arriv mke horribl attitud toward help custom,0
your bat everi flight ive taken delay worst airlin ever,0
know custom servic thank start week vacay amaz note thank sarita,1
updat flight statusdelay,0
also say clt flight delay show system make imposs figur,0
nope just announc head back gate,0
pretti sure actual take httptcovuxfrunu,0
well horribl flaw system hour past day wast got job amp famili crazi,0
just sit feet open gate,0
just wast anoth hour life hold insan anoth way use voucher payment onlin,0
wrong plane flt,0
two broken airplan two day late flightr strand funer miss last semest colleg,0
day amp still luggag chkd httptcombltalrb statusawait asgmnt driver sinc yest am,0
flight clt phl st listsomeon els got spot rude employe coach wouldt give id said cute red head,0
ask need take yellow tag said told expect person apolog unaccept,0
sinc jan flight disrespect clt flt pm feb dca just ask herba question,0
nah flight next week insid chairman day window still releas last open first seat,0
hold min just tri chang reserv,0
just spent hour got nowher entir experi epicfail,0
chang flight explan still confirm disappoint servic,0
nope yet,0
make sure never use incompet airlin luggag deliveri hour,0
flight cancel flight saturday luggag airport today suppos deliv pathet,0
thank allow spend money vacat buy thing alreadi bought,0
thank much ruin vacat realli done without,0
like tri leav earlier just fun want get stuck dc bad weather rdu,0
flexibl part nice love flexibl amp tri take,0
excit fli syracus interview dalla friday fa posit goal amp dream mine,1
thank reach hope request fix can remain loyal custom,0
take day respond alreadi open case,0
great crew flight phx yvr tonight friend effici awesom job,1
peopl go answer call,0
pilot forget show work ricki j gate agent give custom attitud usairwaysfail,0
make reserv make excus usairwaysfail,0
thank empathi stori just luggag thank reach,1
utter unreli schedul pilot us flight seattl flight delay usairwaysfail,0
yes valuabl time lost,0
like lie bad weather dc md va stuck ca day ve home now owe,0
yes land am take anoth hour go min drive assur,0
disappoint bag arriv kept hrs without option iah,0
get back lost time,0
flt rsw extend courtsey wait min us gate close r face ur fire,0
thank howev feel like system fail solut,0
bag land day late flight sfo am can pm still flight,0
thank much got thru phone amp everyth fine just love websit amp app thank work,1
thank noth bought two tix disney friend go now eat plus new,0
hi lga luggag clt told come back tomorrow collect guy want cover taxi fare,0
instead fair treatment got nasti letter ladi senior manag ill forfeit mile like death,0
year ago lost mile bc physic unabl fli period submit doctor note,0
never treat bad,0
glad airlin go swallow american american alway pick phone solv problem,0
three month mile credit one go read email sent,0
email get can respons take day mileag get credit three month mile,0
one pick phone day opportun leav voicemail,0
instead mile credit account open request merg account deni,0
hrs earli send email share experi want blast,0
open credit card earn mile wont credit mile account restor forfeit mile,0
took mile account told restor pay open credit card,0
mile account inform forfeit bc month inact,0
autom one care understand problem,0
screw big st flight hr late flight made nd flight csm daryl let plane,0
houston hub aa t employe bag made pa oop problem httptcouldhwfkfo,0
charg card time one airlin ticket now card secur hold,0
yet see short,0
flown us airway least five time everi singl time like action speak louder word,0
flight bhm delay hrs connect flgt left us clt motel,0
membership privileg anymor son armi short window see help,0
honest quick possibl hold sine pm everyon answer send someon els,0
done process initi saturday morn get info websit issu amp inadequ phone coverag get updat,0
yay glitchi track system bag made destin laguardia like app said,0
realli one can book dividend mile travel liter hold now sinc pm pm noexcus,0
yeah know get money back everytim fli someth bad happen,0
grace god made ¡° power hope can make flight¡±,1
everyon sorri need meet tomorrow charac near enough highlight shortcom,0
worst pay just take first flight round trip otherwis cancel flight whole flight,0
import wait hold get hung comput disappoint,0
terribl servic,0
disgust poor custom servic u wrong remov gt mile dividend mile live person,0
pleas hold flight us phoenix weari travel stuck anoth flight tarmac issu,0
live person speak day dividend mile wrong took mile account,0
frustrat result multipl experi late flight current lost luggag want talk real person,0
cust svc mean noth disappoint tri sinc a speak human get bad weather bad servic socialtantrum,0
yes pay anoth flight get tomorrow sinc anymor tonight fun,0
well problem consid need book flight tonight weekend anyth can,0
fault bought onlin get twice buy twice fault bougth ticket jfk mccaren usairway,0
us cltgtsfo first desert snack basket incom time ¡¯s,0
transf held min b agent answer help time got person fare seen gone get supv,0
actual worst zero respect passeng offici done fli,0
worst custom servic line call time today abl talk real human,0
issu someon final help phone now there websit error let process request smh,0
say call travel agenc say cant refund usairway didnt accept,0
f hate,0
travel agenc said usairway accept refund money dont understand dont u refund,0
yes amp alreadi spent k card amp paid annual fee k mile shown want fli aus gt atl,0
use skyscann travel agenc call u said call travel agenc,0
final spoke someon email refund dept love guy hour line told dice suck,0
well thought hour ago just found seat,0
flight bosclt aw experi exit row seat narrow move leg unaccept,0
yes answer put back hold check request min late flightr noth,0
good hold hour httptcowsgyckciio,0
worri flight attend took care,1
hold hour well custom servic depart weak,0
minut hold reserv,0
breastfeed momma watch stori countri better work faster respons,0
dividendreward urgent need speak cs rep k mile havent shown amp fulfil req flight book problem flight today,0
hold hour bc cc mile show mediocr combo cc amp airlin switchingboth,0
premium dividendmil cardhold unaccept hangup customerservic call twice put hold,0
bougth ticket fligth twice dont refund money big problem compani refund money dont u pay back,0
now beyond ridicul steer problem delay us neveragain wonder sell,0
hi im tri speak someon book travel minor phone keep disconnect pleas advis websit wont allow,0
pre schooler develop app thing crash everi singl time,0
bad weather excus follow establish luggag procedur noclothesnoinfo,0
hold go minut spend hour delay denver caus broken plane thank guy,0
failingyourcustom one one,0
look like long trip cancun philli hour late flight serious,0
yet anoth delaymiss connect custom servic attitud wow,0
unus fund book usairwaysfailscustom,0
can bring guinea pig small pet carrier onboard flight,1
noservic good luck tri reach human twice sat hold min neveragain,0
everi singl time fli guy delay least minut everi time flight clt nola,0
ok flight attend talk nasti passeng go get drink restroom shock listen,0
good work flight crew chairman recognit even coach mani missedupgrad late flight,1
chang flight time trip bump now amp great experi never fli us air never,0
wait never fli alway delay alway lose bag rudest peopl planet southwest best,0
sat ramp min miss connect one seem concern usairway,0
difficult work baggag claim answer phone,0
lost id plane troubl find contact lost found cleveland hopkin airport pleas help,0
better intel said plane due flightawar app say,0
like flightawar say plane still durango depart,0
littl late flight suck rt oh mitchel agent happi offer avail option,0
didn¡¯t,0
patient especi first time never fli,0
serious everi flight past day delay everi singl one terribl,0
just want heard discuss mani issu trip,0
flight gate agent plane phx b nice custom servic,0
embarrass,0
¡¯m still disappoint appar ok flight attend isn¡¯t current polici argu travel,0
yes know industri procedur baggag thank help imposs connect start,0
agre per captain issu happen board amp sat plane almost hrs,0
despit tailwind¡­ still late flight,0
charact enough convey issu direct emailmailtocustomerrel unmonitor bad,0
thank sent dm re baggag issu,1
abl locat insan trust pay look thing lost,0
yet flight attend argu exec plat benefit,0
pleas stop ask week place bag size check itfit httptcoaurnpwd,0
toe whether go make flight back boston tonight,0
need check candi w work flight iah phx usairway reason alway choos rude,0
yes ground crew final show plane depart late flight,0
delay due tail wind need jump sea leav time arriv chanc hold,0
anyth done make flight attend awar aa member benefit embarrass argu just happen,0
well certain noth happen front scene noaccount disappoint,0
hour tarmac charleston still get respons week unaccept,0
custom servic best rachel s took great care us phx airport httptcohgveqhghi,1
never fli us airway,0
strike late flight crew trip mainten worth extra trip less hassl fewer delay,0
get bump pm birmingham now delay pilot schedul enough hour togeth fail,0
yes thank took forev,0
far delay goes¡­ look like tailwind go make good news,0
horribl travel day w airlin flight birmingham cancel flightl w notif get,0
ask sop said ¡° now¡± yet flight noth polici,0
hrs travel just welcom u back home us hr layov get watch go wrong destin,0
realli embarrass ask complimentari drinksnack detail amp argu,0
disappoint servic receiv travel nc past day lost baggag twice,0
just given,0
said move thursday flight free call number hang,0
even go acknowledg bump flight weather arizona,0
moveup polici realli suck unit hour polici status want move am am,0
great manag twitter account thank,1
imposs chang buy prefer seat via app,0
custom servic depart intent ignor email queri badservic usairway,0
airway joke never dealt wors servic,0
great just call fuck phone number hung,0
found thank,1
lie,0
custom servic record say busi assist hang great touch poorservic,0
lack custom servic shine need step get lost baggag delta can return,0
oper flight without mainten issu flight dca cancel flight get old updat fleet pls,0
took away st class seat love chairman prefer assign row seat b middl seat,0
patienc connect flight need guy everi time travel everi singl time,0
plan chang u call bein abl park time plane w hr layov n b abl make ur connect serious,0
receipt conf thur flight call help liter hung bc wait time help,0
thank resolv issu direct flight sfo,1
help flew bigger plane tlh team mate made train,0
ok thank,1
tri get plane phx rno gate say flight downgrad,0
put hold number loooooong time help lostandforgotten,0
never unpleas travel experi life now might get flight till tomorrow insan,0
awesom door close minut flight leav minut plane just got wth,0
check get airport thank,1
ticket counter peopl help just want charg money even horribl day,0
ha flight ctl delay go miss connect can pleas transfer anoth airlin asap httptcoxdlbibclp,0
thank repli good note pilot nail land serious kudo,1
flight ctl catch pm flight sfo empti seat flight offer aw servic continu,0
fli back charlott differ airport guy flexibl like airlin,0
check standbi st class find list merger pain,0
great flight delay thank,1
hold minut better time call get ridicul,0
exchangecredit polici worthless shadier white hous dissatisfi nine right now,0
honest question way ticket charlott hub lax nd biggest citi usa almost,0
happen u get us home next day flydelta flysouthwest flyjetblu theyareallbett stillnobag,0
never fli,0
exhaust travel n runnin thru airport tryin rent car n killin famili anybodi road,0
offer give bag usual forc passeng state shock,0
power trip felt complet threaten unsaf angri derrick bussey dca like reiter,0
thank put flight leav late flightr origin flight book,0
look fli rock time bird plane nah never mind just rock,1
even singl unreason human planet earth excus treatment,0
suppos busi belong custom humili,0
way treat women want someon contact explain make accept,0
citizen fli airlin constant offend derrick bussey now im cri airplan upset,0
realli know leav someon strand funer prop guy realli make perfect monday,0
friend tell gate attend stewardess go notourfaultyoudontuseyourgatesright,0
owe tammi winstonsalem call center keep custom,1
jetway felt disrespect never treat way particular tri good c,0
disrespect even begin explain issu women liter yell pull,0
happen locat,0
want speak someon immedi shake rage offer hate check bag derrick bussey treat,0
okay u cancel flight chang flight good u cant logist figur plane come time,0
thank ask chang cost desit nade comput now late flight,0
actual care one thing sound like like told lousi servic,0
idiot kept time plane tarmac hour forc us minut,0
cust svc just let slip previous cust svc lie supervisor amp corpor ph chang tix thx,0
pleas fix reserv phone system weatherbackup possibl bad day goodgriefpeopl,0
made thank help,1
huge prop parizad checkin sacramento help friday get us home airlin delay,1
flight voucherconfirm code enter checkout page flight book problem pls help,0
rock hit plane delay now never easi day us airway ya never fail let,0
just fyi write regist letter ceo line shame treatment reaction got,0
guy cancel flightl two flight yesterday check bag huntsvill went miss philli,0
custom servic failur asid one think guy care inaccur manifest sure tsa,0
find funni respond custom servic worst wedontcarebecauseyoupaidalreadi,0
get bs guy door say door close minut back yet know fact peopl short,0
flight rebook want chang seat upgrad st class can help phone,0
need speak custom servic agent today pm unfortun incid discrimin today,0
slowest baggag claim ever,0
blame weather rep counter cost entir day weather print board pass late flight takerespons,0
late flight,0
delay due refuel control true never want fli us airway,0
shout dian eyw help get us home today instead tomorrow even littl late flight,1
made just huge relief thank help,1
now get us rest bag pleas receiv can help,0
im tri get dad wheelchair one answer dull tri call back multipl time,0
thank hope mayb can put good word,1
us feb arriv hrs late flight check car seat miss replac avail yet arriv hour late flightr,0
guy lost luggag,0
us feb kim y say leav minut paperwork done wheel hour late flightr,0
us feb hour plane us airway repres kim y enter deterior pictur unhelp assur,0
thnk respons flight full get tmrw cancel flight go w airlin,0
us feb ground power short third time weari german passeng deplan make jealous auf wiedersehen,0
thank bag went wrong hour dca san weather issu accept,0
can speak human need find bag delay websit tell differ thing got hung x,0
us one water run planet smallest water bottl applaud look environ,0
us nope get hour plane pilot announc one water run planet smallest water bottl,0
us uh oh gate now truck come us,0
us return gate get mel sticker oh look heard pilot clue mel sticker anyon,0
spent hour phone got,0
us lost ground power three differ time ground endless now without air light entertain,0
us pilot start flight announc arriv gatwick heathrow moment concern aboard,0
us state issu one around close said door strang now hear pilot long period,0
seat d flight last night worst seat ever leg room dividendsmemb httptconuhplnxriq,0
one worker rude us can tell dm cuz good public,0
us state issu plane move cargo door open plane umm ok littl strang,0
flight delay miss connect flight stuck philadelphia night hotel voucher thank noth,0
can speak human compass wrote email discuss experi receiv generic sorri email back,0
take look f seat fill someon upgrad friend instead follow rule,0
back line termin phone guy help one person front min wait httptcohqhdadfvk,0
understand resort twitter help avail gate occur phone afterward,0
go miss connect due anoth tarmac delay us need flight home today pleas,0
expect reimburs unprofession decis us feb check full complaint box,0
deal flight dca phl board time left gate min late flight now sat tarmac,0
strand student tri get birmingham clt overnight wo help can better,0
realli need help asap pleas make quick thx,0
well go help vebeen hold hrs amp client want ff nbr record elit waa,0
hi lost father wheelchair everi time call just get voicemail dad need go home pleas dm,0
segment delay gnv gt ctl ctl gt jan jan gt ctl ctl gt gnv year fli guy way go,0
charg take flight last time fli,0
yes say bag deliv local number say open ask main cust servic got hung,0
row flight today look specif can run home depot wd need,0
serious buy wd a oper flight geg phoenix everi seat squeak w everi shift still ground,0
happili wait termin near food restroom non irrit passeng,0
let passeng board issu hour amp pilot know leav,0
anyon help still hold,0
oh yay now gate agent decid deal upgrad list just bump whoever closest,0
site show time flightawar site show delay tri decid get ice catch flt phx,0
absolut worst airlin women inconvenienc due mainten issu stuck care given,0
flight amp custom relat extrem disappoint face mani problem type apolog toward flight joke,0
sit phl rude custom servic agent,0
can flight get paperwork input taken hour sittingontheplan hungri,0
now hold custom care wonder someon pick phone pm,0
flt get gate den minut wait inform,0
lot fun remov top list manual read bottom thank club agent thank lot asha dca,0
delay flight wilmington made miss flight charlott figur take arriv time,0
wow unbeliev treat custom puerto rico airport,1
usual sorri involv move peopl middl seat remov upgrad list guess club perk,0
worri use initi arriv much earlier plan,0
nice tri gate make travel travel put bag size guid oversold sorri minefit,0
horribl servic wrong plane arriv mani confirm passeng get flight paid due lack seat flight,0
book flight mnth ago seat confirm small plane arriv allow board bcs seat horribl servic,0
frustrat check bag logan given luggag ticketnow luggag lost amp ownership,0
breath heavili super help thank,1
aye noth autom system work proper anyway got somebodi,0
okay great thank,1
now rebook connect delay,0
meet california luggag,0
number agent gave call say open main number goe comput say deliv,0
way get call center answer oneworld award whenev tri system say busi disconnect endless hold,0
put luggag plane mine deliv like said now show claim close onlin,0
take money requir day process refund auto attend hang usairwaysfail,0
long repli,0
custom servic like never seen kudo organ,1
intent buy flight hour layov kind airlin charg fix wow usairway,0
get hold custom servic call multipl time amp hold min hang,0
time bracket can call fix problem attempt fix contact inform issu day,0
call number said one avail take callguy insan,0
book flight onlin phone custom servic usual great anyth can help,0
worst experi ever fli rude delay cancel flightlat lack updat wast time,0
call x amp say high call volum call back minut intern call way someon can contact,0
grrrrrrrr book flight via call either,0
delay connect miss now extend layov loung pass phl,0
anoth twist plot took miami return due unsecur cargo door stress vacat ever,0
reach hardwork mom just tri best,0
check onlin state status close mean yet abl reach live person,0
system affect weather,0
call abl get reschedul thank quick respons today,1
get aa frequent flyer number appear usair reserv frustrat,0
unabl check flight bosdca heard flight cancel flightedreschedul updat,0
forget without custom busi epicfail usairwaysfail,0
hey sinc fed wknd can day pass admir club meal coupon free coke blank stare,0
make reserv make excus usairwaysfail,0
list baggag claim number call number ticket use ladi speed stick morn,0
anoth dead end handl aa lampf gave fail alreadi vm full lost,0
houston gate custom servic need treat peopl respect hard peopl wait chillpil usairwaysfail,0
phone call number pick almost immedi,1
amp dfw psp thank,1
thank,1
go websit amp mobil app help,0
submit custom relat form await respons,0
height rude without question worst custom servic ever experienc,0
need speak somebodi reserv talk human yet comput system put phone,0
premier provid miss connect usairwaysfail,0
sure peopl work hard system assist ivr prompt offer call back hold wait time,0
thank subpar travel experi even yet stepitup,0
fyi custom servic rep carol absolut delight pleasant rebook lightn speed thank,1
struggl hold minut kick back start said couldnt handl amount call,0
call,0
told call back late flightr,0
cancel flight us airway credit card choos airlin experi week,0
cant make airport road bad dfw one answer phone websit reschedul,0
pilot plead let board begin full flight wait th flight attend deni mission control grrrr,0
websit isnt work cant talk ani phone check flight status dfw road aw cant get,0
rebook tuesday arriv late flight tuesday start class cancel flightl trip,0
flight go cancel flightl everi week might well busi class,0
dcabo cancel flightl make us wait hour fli usair everi week can upgrad status proactiv,0
dominick l la guardia airport nyc give absolut best custom servic thanku check made easi,1
congrat treat custom worst way possibl know plenti ppl horribl experi w,0
go manchest uk now go miss wed go rebook chosen cancel flight flight,0
dm can take offlin love info locat lost bag help appreci,0
thanx first rodeo done amp done yesterday result comm unless u count status bag lost amp claim file,0
can give us air philli talk real person acarl,0
nice offer flight credit especi sinc stare empti overhead room,0
power outlet seat gonna keep us site forev,0
appreci call regard horribl experi gate agent hold min hung,0
go flight phl phx min estim departur nobodi board updat,0
bag still miss,0
serious doubt still sit insid gate,0
custom servic dead last wk flts delayedcancel flight bag lost day last nt flt delayedcancel flight meal voucher,0
flight us ricdfw cancel flightl yesterday amp hold w cust servic pm est hour answer,0
call number list sure next friday get real live person line httptcotjuumdd,0
thank cancel flight flight today now miss requir train happi custom,0
strike three guy suck,0
day row buy suggest review polici w respect unaccompani minor seat sun,0
ok app seem work just use mobil site httptcoklfywwmq,0
wife flew itali recent bought ticket via finnair flight oper usair get dividend mile credit,0
hour delay phomia airlin bad get wors foolish american merg treat custom like crap,0
hour late flightr still email work supervisor need document approv last minut vacat day request,0
hour hold got rebook new flight yesterday ask new itineraryconfirm email sent,0
sit hold hrs flight cancel flight disconnect twice fendurself strand divert,0
cancel flight flight tampa philadelphia today due runway condit yet tonn usairway flight land today explain,0
phone system work bump now time need get mco,0
flight plan delay tuesday due comput crash,0
phl bgm believ happen x two week,0
ma door close min prior departur min laughter agent,0
am plane left agent door close earli,0
call time redeem mile point get advertis mile make hard use,0
arriv am flight schedul depart am door close agent,0
need speak live person record told sat luggag yest,0
thank inform,1
thank orf dca crew ground air today help sick kid lost bag,1
thx delay checkin noon flt mia forc take late flightr flts delay cinci miami hrs fast,0
get extrem frustrat w phoneonlin servic merg frequent flyer mile,0
alreadi spent min today handl minor child shame treat year old girl like,0
first pilot late flight now mainten exact happen two week ago unaccept,0
never fli us airway american share nightmar stori mani other know fli,0
never treat poor airlin life militari famili alot fli,0
burn lot time cell minut work flight issu hope fli home morn,0
rather plane get expos nasti contagi virus work wth get flight chang late flightr date,0
work bought rental car fail get locat paid get now,0
hold minut count unaccept,0
discov flight cancel flightl yesterday pm final notifi us flight cancel flight,0
appal departur mess now return suppos fli alon two sick kid,0
tweet day get live cust rep make sure world know care custom health,0
thank,1
decid good sport give guy anoth shot flight delay,0
hold hour yesterday wo speak agent hold w phone min let bash begin,0
pleas fix unproduct check process check station peopl work total mess,0
just,0
clt baggag crew deserv kudo run make connect bag still made customerservic,1
thank,1
deni mom flight need breast pump part full flight pleas fix asap freeflight,0
reli us airway mistak aw custom experi,0
thank websit crash,0
hold hrs flight cancel flightl amp anthoni beyond rude help weigh,0
nightmar ever end just found flight today delay due ground handl delay affect prior flight,0
alright pleas give scott f bdl bonus excel custom servic,1
got get got excus usairwaysfail,0
first luggag got stuck differ citi now get back today amp one employe stole pair glove,0
sure know pamper custom strand abroad badcustomerservic fendyourself youareonyourown httptcopweudlczg,0
suck pass save us usairwaysfail,0
can help refund phone guy help websit let submit repli,0
take late flight whole new level,0
¡° o¡± thank elabor respons,1
guy screw trip thank noth lazi,0
serious ridicul wait hour luggag land wtf,0
wait min far luggag wannagohom,0
time tweet tell horribl attend flight lga feel jail,0
hello anyon,0
forc section check carri pack differ check bag even allow piss,0
raleigh chicago firstclass upgrad must fli aa screw usair elit bail airlin,0
flt hrs late flight baggag hr now see deliv suitcas wet insid amp nothappi,0
get hotel ur agent noth help top sent luggag wrong flight,0
take late flightr flight book corpor disney travel dept agent offer littl help,0
comput system went ok understand agent make wors help anyon els,0
employe respons social media content yes u probabl care howev action last night say otherwis,0
flight get minut earli goodwil gone bag minut late flightr,0
wow aw custom servic,0
merg american negat affect qualiti integr longer fli,0
mani agent work handl thousand call,0
best amaz follow pleas,1
flight delay miss connect flight can pleas help altern thank,0
three hour wait count wait reserv phone serious,0
happi note crew wonder say enough great thing pilot can us,1
mess caus comput system flight hour late flight now gate us est min wait,0
storm storm custom servic joke hour wait time speak someon never fli airlin,0
